case_id,priority,resolver_class,source,source_id,source_name,canonical_id,canonical_name,distance_m,source_address,canonical_address,same_phone,same_website,exact_external_id,historical_link,evidence_label,evidence_confidence,reason_codes,reviewer_decision,approved_operation,reviewer_note
MATCH:overture:overture:ebc7966f-cfac-4a2a-ac8e-a13e24dfa9e1,P0,HIGH_CONFIDENCE_MATCH,overture,overture:ebc7966f-cfac-4a2a-ac8e-a13e24dfa9e1,Nhà Hàng Sơn Trang,google_maps_3292,Nhà Hàng Sơn Trang,4.38,"214 Đường Lê Trọng Tấn, Quận Cẩm Lệ, VN",,true,false,false,true,MATCH,STRONG,historical_lineage_exact_phone_compatible_location|historical_lineage_address_location_category,DEFER,,
MATCH:overture:overture:edabf68a-95f9-4586-a1d4-6712fdcdf555,P0,HIGH_CONFIDENCE_MATCH,overture,overture:edabf68a-95f9-4586-a1d4-6712fdcdf555,Nhà Hàng 1988,google_maps_2856,Nhà Hàng 1988 Đà Nẵng,16.63,"195 Đường Châu Thị Vĩnh Tế, Quận Ngũ Hành Sơn, VN",,true,false,false,true,MATCH,STRONG,historical_lineage_exact_phone_compatible_location|historical_lineage_address_location_category,DEFER,,
MATCH:overture:overture:fa06911c-91ee-42b0-a590-64ed6ff271e6,P0,HIGH_CONFIDENCE_MATCH,overture,overture:fa06911c-91ee-42b0-a590-64ed6ff271e6,Quán Ăn Mến Lộc,google_maps_1164,Quán Ăn Mến Lộc,11.45,"183 Đường Trần Cao Vân, Quận Thanh Khê, VN",,true,false,false,true,MATCH,STRONG,historical_lineage_exact_phone_compatible_location|historical_lineage_address_location_category,DEFER,,
MATCH:overture:overture:fbacb852-0983-4801-85fe-e345f7c3fce8,P1,PROBABLE_MATCH,overture,overture:fbacb852-0983-4801-85fe-e345f7c3fce8,Gear Cafe’ And Bistro,google_maps_1738,Gear Cafe’ And Bistro,52.92,"279 Đường Hồ Nghinh, Quận Sơn Trà, VN",,true,false,false,true,MATCH,STRONG,historical_lineage_exact_phone_compatible_location|historical_lineage_address_location_category,DEFER,,
MATCH:overture:overture:fe318a56-df70-45fd-a166-bf81c56704a4,P0,HIGH_CONFIDENCE_MATCH,overture,overture:fe318a56-df70-45fd-a166-bf81c56704a4,Tiệm trà TIAN - Trà Sữa full topping nhà làm,google_maps_2160,Tiệm trà TIAN - Trà Sữa full topping nhà làm,6.38,"57 Đường An Hải 17, Quận Sơn Trà, VN",,true,false,false,true,MATCH,STRONG,historical_lineage_exact_phone_compatible_location|historical_lineage_address_location_category,DEFER,,
MATCH:overture:overture:ff3c30b4-6a4e-4c90-965e-60e170533224,P0,HIGH_CONFIDENCE_MATCH,overture,overture:ff3c30b4-6a4e-4c90-965e-60e170533224,Ly's Bakery,google_maps_1603,Ly's Bakery,8.97,"236 Đường Nguyễn Hoàng, Quận Thanh Khê, VN",,true,false,false,true,MATCH,STRONG,historical_lineage_exact_phone_compatible_location|historical_lineage_address_location_category,DEFER,,
NEW:overture:overture:0faa29da-3f3d-4523-b487-91aa83dad406,P2,NEW_CANDIDATE,overture,overture:0faa29da-3f3d-4523-b487-91aa83dad406,Phúc Thanh Hotel,,,265.97,"39 Đường Lê Quang Đạo, Quận Ngũ Hành Sơn, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:17c1bde7-edeb-4a0b-b3e2-955742d5d384,P2,NEW_CANDIDATE,overture,overture:17c1bde7-edeb-4a0b-b3e2-955742d5d384,Bún lòng bà Hiền,,,681.89,"K300/11 Đường Hải Phòng, Quận Thanh Khê, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:1c01aa02-8702-4350-b843-bb98ad2d768c,P2,NEW_CANDIDATE,overture,overture:1c01aa02-8702-4350-b843-bb98ad2d768c,Mầm non Kitty,,,,"1 Đường Bình Ký, Quận Ngũ Hành Sơn, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:1f2e57b2-3e46-42c0-aeba-8436073ff1c4,P2,NEW_CANDIDATE,overture,overture:1f2e57b2-3e46-42c0-aeba-8436073ff1c4,Tuyen Son Restaurant,,,607.3,"148 Đường Nguyễn Tri Phương, Quận Thanh Khê, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:294a97fd-2ca9-4e70-87c2-72157f28db18,P2,NEW_CANDIDATE,overture,overture:294a97fd-2ca9-4e70-87c2-72157f28db18,SH Europa Hotel,,,280.81,"15 Đường An Thượng 26, Quận Ngũ Hành Sơn, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:3933e90d-161f-4987-8d43-6b064dd589ab,P2,NEW_CANDIDATE,overture,overture:3933e90d-161f-4987-8d43-6b064dd589ab,Kokogreen Phan Chau Trinh,,,310.95,"234 Phan Châu Trinh, Quận Hải Châu, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:470bd34d-25ea-4515-9d2e-3b350831ea77,P2,NEW_CANDIDATE,overture,overture:470bd34d-25ea-4515-9d2e-3b350831ea77,Gà Tre Xứ Quảng 2,,,,"556 Hoàng Thị Loan, Quận Liên Chiểu, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:4fb66282-1456-4d30-bd44-3106159ebae9,P2,NEW_CANDIDATE,overture,overture:4fb66282-1456-4d30-bd44-3106159ebae9,Trường Tiểu học Mai Đăng Chơn,,,,"215 Đường Nguyễn Duy Trinh, Quận Ngũ Hành Sơn, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:50282cc5-c6e6-40d9-99cf-f51bffe4ac35,P2,NEW_CANDIDATE,overture,overture:50282cc5-c6e6-40d9-99cf-f51bffe4ac35,Sleepy Dog Pub,,,381.47,"10 Đường An Thượng 4, Quận Ngũ Hành Sơn, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:56551945-8f4f-497d-a410-7ca49db416e1,P2,NEW_CANDIDATE,overture,overture:56551945-8f4f-497d-a410-7ca49db416e1,BIT cà phê,,,350.61,"41 Đường Lê Văn Hoan, Huyện Hòa Vang, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:61177714-3a2f-44f3-a626-97014146063b,P2,NEW_CANDIDATE,overture,overture:61177714-3a2f-44f3-a626-97014146063b,Quán A5 Hải Sản Lặn,,,,"19 Đường Hoàng Sa, Quận Sơn Trà, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:8592b1f0-d149-4f9b-8fb2-16eb901c76b1,P2,NEW_CANDIDATE,overture,overture:8592b1f0-d149-4f9b-8fb2-16eb901c76b1,Trà sữa Ông Thọ,,,362.76,"63 Đường Phan Đăng Lưu, Quận Hải Châu, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:9472899d-b112-4512-86fa-cc7c8bbf0765,P2,NEW_CANDIDATE,overture,overture:9472899d-b112-4512-86fa-cc7c8bbf0765,An Sơn Motel,,,323.07,"198 Đường Đống Đa, Quận Hải Châu, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:a16e2543-fd3b-4fba-9ae4-2dd26cac6bd5,P2,NEW_CANDIDATE,overture,overture:a16e2543-fd3b-4fba-9ae4-2dd26cac6bd5,PN Sport,,,,"20 Đường Đồng Phước Huyền, Quận Ngũ Hành Sơn, VN",,false,false,false,false,REVIEW_REQUIRED,WEAK,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|low_traveler_value|no_source_duplicate,DEFER,,
NEW:overture:overture:a1f1a0ef-1232-4c3e-b83a-0c433a9c2c47,P2,NEW_CANDIDATE,overture,overture:a1f1a0ef-1232-4c3e-b83a-0c433a9c2c47,Phước Mỹ An Hotel,,,252.79,"262 Đường Hồ Nghinh, Quận Sơn Trà, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:a78b6a96-73ee-49b6-9e24-39d175aa4ad7,P2,NEW_CANDIDATE,overture,overture:a78b6a96-73ee-49b6-9e24-39d175aa4ad7,Friendly coffee,,,702.59,"74 Đường Tú Mỡ, Quận Cẩm Lệ, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:bba1da6c-abba-469e-8653-f29319c5a32d,P2,NEW_CANDIDATE,overture,overture:bba1da6c-abba-469e-8653-f29319c5a32d,Aurora English Center,,,,"28 Đường Lê Đức Thọ, Quận Sơn Trà, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:c4b4e2ad-b6a8-4e3e-9700-8030579c17e8,P2,NEW_CANDIDATE,overture,overture:c4b4e2ad-b6a8-4e3e-9700-8030579c17e8,Trung Tâm Tiệc Cưới Cà Phê Lan Anh,,,,"Thôn Dương Lâm 1, Xã Hòa Phong, Huyện Hòa Vang, Trung Tâm Hành Chính Huyện Hoà Vang, gần chợ Tuý Loan, Huyện Hòa Vang, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:d2da35fd-0f1e-45ff-85eb-b184f5300a6f,P2,NEW_CANDIDATE,overture,overture:d2da35fd-0f1e-45ff-85eb-b184f5300a6f,Sandy Beach Non Nuoc Resort,,,,"21 Đường Trường Sa, Quận Ngũ Hành Sơn, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
NEW:overture:overture:de7e1134-e905-4fa2-85c9-b36e9be17be0,P2,NEW_CANDIDATE,overture,overture:de7e1134-e905-4fa2-85c9-b36e9be17be0,Chả cá Bà Hà - số 2 đường 30 tháng 4,,,,"2 Đường 30 Tháng 4, Quận Hải Châu, VN",,false,false,false,false,STRONG_CREATE_CANDIDATE,STRONG,appears_real_poi|inside_approved_product_boundary|no_nearby_canonical_candidate|provenance_license_complete|traveler_relevant|no_source_duplicate,DEFER,,
